complaint,emotion
Hospital pharmacy out of stock of essential medicines in Coimbatore.,neutral
"Street milkman cooking in unhygienic conditions in at the bus stop, Madurai.",neutral
"Construction debris dumped illegally near in the municipal ward, obstructing road.",neutral
"Stray dogs attacking pedestrians in opposite the hospital, Mysuru.",neutral
Children fell sick after eating mid-day meal at school in Patna.,neutral
"Construction debris dumped illegally near in the municipal ward, obstructing road.",neutral
"Construction debris dumped illegally near in the municipal ward, obstructing road.",neutral
"Street bakery cooking in unhygienic conditions in in the municipal ward, Chennai.",neutral
"Water tanker skipped our street in opposite the hospital, causing shortage.",neutral
"There is a major leak in the pipeline outside my house in in the municipal ward, Delhi.",neutral
Children fell sick after eating mid-day meal at school in Trichy.,neutral
"Biscuit packet bought from bakery in beside the park, Visakhapatnam contained insects.",neutral
"Biscuit packet bought from street vendor in in our colony, Mangalore contained insects.",neutral
Street local shop is preparing food with dirty utensils in Jaipur.,neutral
"High number of respiratory problems due to pollution near near the temple, Hyderabad.",neutral
Street dhabha is preparing food with dirty utensils in Hyderabad.,neutral
"Stray dogs attacking pedestrians in near the market, Indore.",neutral
"Students fell ill after eating from the bakery in opposite the hospital, Visakhapatnam.",neutral
"Sewage water overflowing onto the road in near the temple, Mangalore.",neutral
"Sewage water overflowing onto the road in near the temple, Bengaluru.",neutral
"Restaurant in next to the metro station, Bhopal served spoiled meat.",neutral
"Uncollected kitchen waste is attracting stray animals in in our colony, Kolkata.",neutral
"Restaurant in next to the metro station, Pune served spoiled meat.",neutral
"Restaurant in next to the metro station, Visakhapatnam served spoiled meat.",neutral
"Water tanker skipped our street in inside the hostel, causing shortage.",neutral
Dairy products from tea stall in Kolkata had foul smell.,neutral
"Restaurant in on the main road, Jaipur served spoiled meat.",neutral
"Restaurant in opposite the hospital, Coimbatore served spoiled meat.",neutral
"Restaurant in opposite the hospital, Jaipur served spoiled meat.",neutral
Dairy products from tea stall in Jaipur had foul smell.,neutral
Dairy products from street vendor in Nagpur had foul smell.,neutral
Traffic signals not working at in our colony intersection in Vellore.,neutral
"Restaurant in next to the metro station, Bengaluru served spoiled meat.",neutral
Trash burning openly in next to the metro station; causing health issues.,neutral
"Biscuit packet bought from fruit seller in outside the school, Jaipur contained insects.",neutral
"Students fell ill after eating from the restaurant in behind the apartment, Mangalore.",neutral
Dairy products from restaurant in Indore had foul smell.,neutral
"Water tanker skipped our street in inside the hostel, causing shortage.",neutral
Dairy products from ration shop in Mangalore had foul smell.,neutral
Trash burning openly in near the temple; causing health issues.,neutral
"Garbage truck skipped collection for a week in opposite the hospital, Guwahati.",neutral
Child developed rashes after drinking municipal water in in our colony.,neutral
Child developed rashes after drinking municipal water in in our colony.,neutral
Dairy products from ration shop in Chennai had foul smell.,neutral
Dairy products from milkman in Visakhapatnam had foul smell.,neutral
"Several residents suffering from fever in at the bus stop, Patna.",neutral
"Restaurant in outside the school, Lucknow served spoiled meat.",neutral
Dairy products from the bakery in Lucknow have a strange smell.,neutral
"Garbage truck skipped collection for a week in next to the metro station, Lucknow.",neutral
Dairy products from the bakery in Nagpur have a strange smell.,neutral
"Dirty water is coming from the municipal tap in near the market, Nagpur.",neutral
"Dirty water is coming from the municipal tap in near the market, Madurai.",neutral
"Illegal parking blocking emergency access at on the main road, Jaipur.",neutral
"Illegal parking blocking emergency access at next to the metro station, Pune.",neutral
"A suspicious person was seen loitering near the school in at the bus stop, Vellore.",neutral
"Restaurant in behind the apartment, Bengaluru served spoiled meat.",neutral
"Illegal parking blocking emergency access at next to the metro station, Chennai.",neutral
"Garbage truck skipped collection for a week in near the temple, Bhopal.",neutral
Trash burning openly in opposite the hospital; causing health issues.,neutral
"Restaurant in behind the apartment, Thiruvananthapuram served spoiled meat.",neutral
"Dirty water is coming from the municipal tap in in our colony, Bhopal.",neutral
"Dirty water is coming from the municipal tap in by the lake, Coimbatore.",neutral
"Restaurant in by the lake, Coimbatore served spoiled meat.",neutral
"Borewell dried up; families in behind the apartment, Guwahati are struggling.",neutral
"Illegal parking blocking emergency access at near the railway station, Nagpur.",neutral
The packaged snack I bought from mess had a torn expiry label.,neutral
Dairy products from vegetable stall in Bengaluru had foul smell.,neutral
"Restaurant in in our colony, Mysuru served spoiled meat.",neutral
"Biscuit packet bought from local shop in at the bus stop, Hyderabad contained insects.",neutral
Dairy products from the milkman in Patna have a strange smell.,neutral
"Students fell ill after eating from the street vendor in in the municipal ward, Lucknow.",neutral
"Students fell ill after eating from the street vendor in in our colony, Mumbai.",neutral
"Illegal parking blocking emergency access at near the railway station, Coimbatore.",neutral
"Garbage truck skipped collection for a week in next to the metro station, Indore.",neutral
Trash burning openly in on the main road; causing health issues.,neutral
Dairy products from the canteen in Delhi have a strange smell.,neutral
Trash burning openly in on the main road; causing health issues.,neutral
Dairy products from milkman in Trichy had foul smell.,neutral
Dairy products from milkman in Mangalore had foul smell.,neutral
Dairy products from milkman in Madurai had foul smell.,neutral
"Several residents suffering from fever in behind the apartment, Indore.",neutral
"Contaminated water coming from municipal tap in outside the school, Kolkata.",neutral
Trash burning openly in in the municipal ward; causing health issues.,neutral
"Sewage water overflowing onto the road in at the bus stop, Mysuru.",neutral
Child developed rashes after drinking municipal water in near the railway station.,neutral
"Students fell ill after eating from the dhabha in outside the school, Kochi.",neutral
"Sewage water overflowing onto the road in behind the apartment, Mysuru.",neutral
Child developed rashes after drinking municipal water in near the railway station.,neutral
"Contaminated water coming from municipal tap in opposite the hospital, Lucknow.",neutral
"Contaminated water coming from municipal tap in opposite the hospital, Kolkata.",neutral
