complaint,category
"Multiple theft incidents reported in near the market, Visakhapatnam.",safety
"Multiple theft incidents reported in near the railway station, Guwahati.",safety
"Multiple theft incidents reported in near the railway station, Guwahati.",safety
"Multiple theft incidents reported in near the railway station, Hyderabad.",safety
"Multiple theft incidents reported in near the railway station, Indore.",safety
"Multiple theft incidents reported in near the railway station, Jaipur.",safety
"Multiple theft incidents reported in near the railway station, Jaipur.",safety
"Multiple theft incidents reported in near the railway station, Kochi.",safety
"Multiple theft incidents reported in near the railway station, Madurai.",safety
"Multiple theft incidents reported in near the railway station, Mysuru.",safety
"Multiple theft incidents reported in inside the hostel, Guwahati.",safety
Suspicious activities noticed near opposite the hospital school in Guwahati.,safety
"Multiple theft incidents reported in behind the apartment, Madurai.",safety
Suspicious activities noticed near on the main road school in Kolkata.,safety
Harassment incidents reported on beside the park road in Delhi.,safety
Harassment incidents reported on beside the park road in Coimbatore.,safety
Harassment incidents reported on behind the apartment road in Surat.,safety
Harassment incidents reported on behind the apartment road in Jaipur.,safety
Harassment incidents reported on behind the apartment road in Hyderabad.,safety
Harassment incidents reported on behind the apartment road in Chennai.,safety
Harassment incidents reported on at the bus stop road in Delhi.,safety
Suspicious activities noticed near at the bus stop school in Guwahati.,safety
Suspicious activities noticed near at the bus stop school in Madurai.,safety
Suspicious activities noticed near at the bus stop school in Pune.,safety
Harassment incidents reported on beside the park road in Jaipur.,safety
Suspicious activities noticed near at the bus stop school in Pune.,safety
Suspicious activities noticed near behind the apartment school in Delhi.,safety
Suspicious activities noticed near behind the apartment school in Vellore.,safety
Suspicious activities noticed near beside the park school in Delhi.,safety
Suspicious activities noticed near beside the park school in Pune.,safety
Suspicious activities noticed near beside the park school in Pune.,safety
Suspicious activities noticed near beside the park school in Thiruvananthapuram.,safety
Suspicious activities noticed near by the lake school in Coimbatore.,safety
Suspicious activities noticed near by the lake school in Guwahati.,safety
Suspicious activities noticed near by the lake school in Mangalore.,safety
Suspicious activities noticed near by the lake school in Mysuru.,safety
Suspicious activities noticed near behind the apartment school in Chennai.,safety
Harassment incidents reported on beside the park road in Mumbai.,safety
Harassment incidents reported on beside the park road in Nagpur.,safety
Harassment incidents reported on beside the park road in Surat.,safety
"Illegal parking blocking emergency access at outside the school, Hyderabad.",safety
"Illegal parking blocking emergency access at outside the school, Jaipur.",safety
"Illegal parking blocking emergency access at outside the school, Kolkata.",safety
"Illegal parking blocking emergency access at outside the school, Madurai.",safety
"Illegal parking blocking emergency access at outside the school, Mumbai.",safety
"Illegal parking blocking emergency access at outside the school, Trichy.",safety
"Illegal parking blocking emergency access at outside the school, Visakhapatnam.",safety
Many bike riders are overspeeding near the school area.,safety
"Multiple theft incidents reported in at the bus stop, Indore.",safety
"Multiple theft incidents reported in at the bus stop, Jaipur.",safety
"Multiple theft incidents reported in at the bus stop, Madurai.",safety
"Multiple theft incidents reported in at the bus stop, Mumbai.",safety
"Multiple theft incidents reported in at the bus stop, Visakhapatnam.",safety
"Multiple theft incidents reported in behind the apartment, Bhopal.",safety
"Multiple theft incidents reported in behind the apartment, Bhopal.",safety
"Multiple theft incidents reported in behind the apartment, Delhi.",safety
Harassment incidents reported on in our colony road in Chennai.,safety
Harassment incidents reported on by the lake road in Thiruvananthapuram.,safety
Harassment incidents reported on by the lake road in Nagpur.,safety
Harassment incidents reported on by the lake road in Coimbatore.,safety
Harassment incidents reported on by the lake road in Bengaluru.,safety
Harassment incidents reported on beside the park road in Visakhapatnam.,safety
Harassment incidents reported on beside the park road in Thiruvananthapuram.,safety
Suspicious activities noticed near by the lake school in Pune.,safety
Suspicious activities noticed near opposite the hospital school in Guwahati.,safety
Suspicious activities noticed near by the lake school in Thiruvananthapuram.,safety
Suspicious activities noticed near in our colony school in Bengaluru.,safety
Suspicious activities noticed near near the railway station school in Mangalore.,safety
Suspicious activities noticed near near the railway station school in Mumbai.,safety
Suspicious activities noticed near near the railway station school in Thiruvananthapuram.,safety
Suspicious activities noticed near by the lake school in Thiruvananthapuram.,safety
Suspicious activities noticed near near the railway station school in Visakhapatnam.,safety
Suspicious activities noticed near near the temple school in Guwahati.,safety
Suspicious activities noticed near near the temple school in Kochi.,safety
Suspicious activities noticed near near the temple school in Kolkata.,safety
Suspicious activities noticed near near the temple school in Mangalore.,safety
Suspicious activities noticed near near the temple school in Mangalore.,safety
Suspicious activities noticed near near the temple school in Vellore.,safety
Suspicious activities noticed near next to the metro station school in Delhi.,safety
Suspicious activities noticed near next to the metro station school in Lucknow.,safety
Suspicious activities noticed near next to the metro station school in Vellore.,safety
Suspicious activities noticed near on the main road school in Jaipur.,safety
Suspicious activities noticed near near the railway station school in Kochi.,safety
Suspicious activities noticed near near the railway station school in Hyderabad.,safety
"Illegal parking at the hospital entrance in near the market, blocking ambulances.",safety
Suspicious activities noticed near near the market school in Lucknow.,safety
Suspicious activities noticed near inside the hostel school in Jaipur.,safety
Suspicious activities noticed near inside the hostel school in Coimbatore.,safety
Suspicious activities noticed near in the municipal ward school in Surat.,safety
Suspicious activities noticed near in the municipal ward school in Lucknow.,safety
Suspicious activities noticed near in the municipal ward school in Jaipur.,safety
Suspicious activities noticed near in the municipal ward school in Guwahati.,safety
Suspicious activities noticed near in the municipal ward school in Bengaluru.,safety
Suspicious activities noticed near in our colony school in Visakhapatnam.,safety
Suspicious activities noticed near in our colony school in Vellore.,safety
Suspicious activities noticed near inside the hostel school in Mangalore.,safety
Suspicious activities noticed near in our colony school in Jaipur.,safety
Suspicious activities noticed near in our colony school in Bhopal.,safety
Suspicious activities noticed near inside the hostel school in Mumbai.,safety
Suspicious activities noticed near near the market school in Jaipur.,safety
Suspicious activities noticed near near the market school in Kochi.,safety
Suspicious activities noticed near near the market school in Trichy.,safety
"Uncollected kitchen waste is attracting stray animals in outside the school, Kolkata.",waste
"Uncollected kitchen waste is attracting stray animals in on the main road, Guwahati.",waste
