,complaint,category,emotion,department
2645,Overhead tank in in the municipal ward hasn't been cleaned; water tastes strange.,water,disgust,Municipality
2646,Overhead tank in in the municipal ward hasn't been cleaned; water tastes strange.,water,disgust,Municipality
2647,Overhead tank in in the municipal ward hasn't been cleaned; water tastes strange.,water,disgust,Municipality
2648,Overhead tank in in the municipal ward hasn't been cleaned; water tastes strange.,water,frustration,Municipality
2649,Overhead tank in in the municipal ward hasn't been cleaned; water tastes strange.,water,frustration,Municipality
2650,Overhead tank in in the municipal ward hasn't been cleaned; water tastes strange.,water,frustration,Municipality
2651,Overhead tank in in the municipal ward hasn't been cleaned; water tastes strange.,water,sadness,Municipality
2652,Overhead tank in in the municipal ward hasn't been cleaned; water tastes strange.,water,worry,Municipality
2653,Overhead tank in inside the hostel hasn't been cleaned; water tastes strange.,water,anger,Municipality
2654,Overhead tank in inside the hostel hasn't been cleaned; water tastes strange.,water,frustration,Municipality
2655,Overhead tank in inside the hostel hasn't been cleaned; water tastes strange.,water,frustration,Municipality
2656,Overhead tank in inside the hostel hasn't been cleaned; water tastes strange.,water,frustration,Municipality
2657,Overhead tank in inside the hostel hasn't been cleaned; water tastes strange.,water,sadness,Municipality
2658,Overhead tank in near the market hasn't been cleaned; water tastes strange.,water,disgust,Municipality
2659,Overhead tank in near the market hasn't been cleaned; water tastes strange.,water,frustration,Municipality
2660,Overhead tank in near the market hasn't been cleaned; water tastes strange.,water,neutral,Municipality
2661,Overhead tank in near the market hasn't been cleaned; water tastes strange.,water,neutral,Municipality
2662,Overhead tank in near the market hasn't been cleaned; water tastes strange.,water,sadness,Municipality
2663,Overhead tank in near the market hasn't been cleaned; water tastes strange.,water,urgency,Municipality
2664,Overhead tank in near the railway station hasn't been cleaned; water tastes strange.,water,concern,Municipality
2665,Overhead tank in near the railway station hasn't been cleaned; water tastes strange.,water,disgust,Municipality
2666,Overhead tank in near the railway station hasn't been cleaned; water tastes strange.,water,frustration,Municipality
2667,Overhead tank in near the railway station hasn't been cleaned; water tastes strange.,water,sadness,Municipality
2668,Overhead tank in near the railway station hasn't been cleaned; water tastes strange.,water,sadness,Municipality
2669,Overhead tank in near the railway station hasn't been cleaned; water tastes strange.,water,sadness,Municipality
2670,Overhead tank in near the temple hasn't been cleaned; water tastes strange.,water,concern,Municipality
2671,Overhead tank in near the temple hasn't been cleaned; water tastes strange.,water,disgust,Municipality
2672,Overhead tank in near the temple hasn't been cleaned; water tastes strange.,water,neutral,Municipality
2673,Overhead tank in near the temple hasn't been cleaned; water tastes strange.,water,sadness,Municipality
2674,Overhead tank in near the temple hasn't been cleaned; water tastes strange.,water,worry,Municipality
2675,Overhead tank in next to the metro station hasn't been cleaned; water tastes strange.,water,anger,Municipality
2676,Overhead tank in next to the metro station hasn't been cleaned; water tastes strange.,water,anger,Municipality
2677,Overhead tank in next to the metro station hasn't been cleaned; water tastes strange.,water,anger,Municipality
2678,Overhead tank in next to the metro station hasn't been cleaned; water tastes strange.,water,concern,Municipality
2679,Overhead tank in next to the metro station hasn't been cleaned; water tastes strange.,water,disgust,Municipality
2680,Overhead tank in next to the metro station hasn't been cleaned; water tastes strange.,water,frustration,Municipality
2681,Overhead tank in next to the metro station hasn't been cleaned; water tastes strange.,water,sadness,Municipality
2682,Overhead tank in next to the metro station hasn't been cleaned; water tastes strange.,water,worry,Municipality
2683,Overhead tank in next to the metro station hasn't been cleaned; water tastes strange.,water,worry,Municipality
2684,Overhead tank in on the main road hasn't been cleaned; water tastes strange.,water,anger,Municipality
2685,Overhead tank in on the main road hasn't been cleaned; water tastes strange.,water,concern,Municipality
2686,Overhead tank in on the main road hasn't been cleaned; water tastes strange.,water,sadness,Municipality
2687,Overhead tank in on the main road hasn't been cleaned; water tastes strange.,water,urgency,Municipality
2688,Overhead tank in opposite the hospital hasn't been cleaned; water tastes strange.,water,disgust,Municipality
2689,Overhead tank in opposite the hospital hasn't been cleaned; water tastes strange.,water,disgust,Municipality
2690,Overhead tank in opposite the hospital hasn't been cleaned; water tastes strange.,water,frustration,Municipality
2691,Overhead tank in opposite the hospital hasn't been cleaned; water tastes strange.,water,neutral,Municipality
2692,Overhead tank in opposite the hospital hasn't been cleaned; water tastes strange.,water,neutral,Municipality
2693,Overhead tank in opposite the hospital hasn't been cleaned; water tastes strange.,water,worry,Municipality
2694,Overhead tank in our building hasn't been cleaned for months in Bhopal.,water,anger,Municipality
2695,Overhead tank in our building hasn't been cleaned for months in Chennai.,water,sadness,Municipality
2696,Overhead tank in our building hasn't been cleaned for months in Delhi.,water,frustration,Municipality
2697,Overhead tank in our building hasn't been cleaned for months in Delhi.,water,neutral,Municipality
2698,Overhead tank in our building hasn't been cleaned for months in Guwahati.,water,anger,Municipality
2699,Overhead tank in our building hasn't been cleaned for months in Guwahati.,water,sadness,Municipality
2700,Overhead tank in our building hasn't been cleaned for months in Hyderabad.,water,neutral,Municipality
2701,Overhead tank in our building hasn't been cleaned for months in Jaipur.,water,concern,Municipality
2702,Overhead tank in our building hasn't been cleaned for months in Jaipur.,water,neutral,Municipality
2703,Overhead tank in our building hasn't been cleaned for months in Kochi.,water,concern,Municipality
2704,Overhead tank in our building hasn't been cleaned for months in Kochi.,water,disgust,Municipality
2705,Overhead tank in our building hasn't been cleaned for months in Lucknow.,water,urgency,Municipality
2706,Overhead tank in our building hasn't been cleaned for months in Nagpur.,water,concern,Municipality
2707,Overhead tank in our building hasn't been cleaned for months in Nagpur.,water,urgency,Municipality
2708,Overhead tank in our building hasn't been cleaned for months in Nagpur.,water,urgency,Municipality
2709,Overhead tank in our building hasn't been cleaned for months in Patna.,water,worry,Municipality
2710,Overhead tank in our building hasn't been cleaned for months in Pune.,water,disgust,Municipality
2711,Overhead tank in our building hasn't been cleaned for months in Pune.,water,neutral,Municipality
2712,Overhead tank in our building hasn't been cleaned for months in Pune.,water,urgency,Municipality
2713,Overhead tank in our building hasn't been cleaned for months in Thiruvananthapuram.,water,anger,Municipality
2714,Overhead tank in our building hasn't been cleaned for months in Trichy.,water,concern,Municipality
2715,Overhead tank in our building hasn't been cleaned for months in Trichy.,water,disgust,Municipality
2716,Overhead tank in outside the school hasn't been cleaned; water tastes strange.,water,anger,Municipality
2717,Overhead tank in outside the school hasn't been cleaned; water tastes strange.,water,disgust,Municipality
2718,Overhead tank in outside the school hasn't been cleaned; water tastes strange.,water,frustration,Municipality
2719,Overhead tank in outside the school hasn't been cleaned; water tastes strange.,water,neutral,Municipality
2720,Overhead tank in outside the school hasn't been cleaned; water tastes strange.,water,sadness,Municipality
2721,Overhead tank in outside the school hasn't been cleaned; water tastes strange.,water,urgency,Municipality
2722,Overhead tank in outside the school hasn't been cleaned; water tastes strange.,water,worry,Municipality
2723,Overhead tank in outside the school hasn't been cleaned; water tastes strange.,water,worry,Municipality
2724,"Overspeeding vehicles causing danger near at the bus stop, Bhopal.",safety,worry,Police
2725,"Overspeeding vehicles causing danger near at the bus stop, Kolkata.",safety,anger,Police
2726,"Overspeeding vehicles causing danger near at the bus stop, Mangalore.",safety,frustration,Police
2727,"Overspeeding vehicles causing danger near at the bus stop, Mangalore.",safety,worry,Police
2728,"Overspeeding vehicles causing danger near at the bus stop, Nagpur.",safety,frustration,Police
2729,"Overspeeding vehicles causing danger near at the bus stop, Trichy.",safety,concern,Police
2730,"Overspeeding vehicles causing danger near at the bus stop, Vellore.",safety,sadness,Police
2731,"Overspeeding vehicles causing danger near behind the apartment, Chennai.",safety,sadness,Police
2732,"Overspeeding vehicles causing danger near behind the apartment, Hyderabad.",safety,frustration,Police
2733,"Overspeeding vehicles causing danger near behind the apartment, Mysuru.",safety,worry,Police
2734,"Overspeeding vehicles causing danger near behind the apartment, Trichy.",safety,concern,Police
2735,"Overspeeding vehicles causing danger near behind the apartment, Trichy.",safety,concern,Police
2736,"Overspeeding vehicles causing danger near behind the apartment, Trichy.",safety,sadness,Police
2737,"Overspeeding vehicles causing danger near beside the park, Bengaluru.",safety,disgust,Police
2738,"Overspeeding vehicles causing danger near beside the park, Bhopal.",safety,neutral,Police
2739,"Overspeeding vehicles causing danger near beside the park, Delhi.",safety,frustration,Police
2740,"Overspeeding vehicles causing danger near beside the park, Kochi.",safety,concern,Police
2741,"Overspeeding vehicles causing danger near beside the park, Kolkata.",safety,worry,Police
2742,"Overspeeding vehicles causing danger near beside the park, Mangalore.",safety,disgust,Police
2743,"Overspeeding vehicles causing danger near beside the park, Nagpur.",safety,neutral,Police
